Date,City,Customer type,Gender,Product line,Quantity,Tax 5%,Total,Payment,gross margin percentage,gross income,Rating,Hours,month,Days
2019-01-22,Naypyitaw,Member,Female,Health and beauty,1,4.08,85.59,Ewallet,4.76,4.08,9.2,9-12 AM,January,week4
2019-01-12,Mandalay,Normal,Female,Health and beauty,2,5.72,120.16,Ewallet,4.76,5.72,8.3,15-18 PM,January,week2
2019-02-04,Yangon,Member,Female,Electronic accessories,7,8.83,185.37,Cash,4.76,8.83,8.2,9-12 AM,February,week1
2019-03-28,Naypyitaw,Member,Female,Food and beverages,3,5.79,121.59,Ewallet,4.76,5.79,7.5,12-15 PM,March,week4
2019-01-23,Naypyitaw,Normal,Female,Electronic accessories,3,12.61,264.76,Cash,4.76,12.61,9.8,12-15 PM,January,week4
2019-02-08,Naypyitaw,Member,Female,Fashion accessories,10,48.6,1020.7,Credit card,4.76,48.6,8.7,12-15 PM,February,week2
2019-03-19,Mandalay,Member,Male,Fashion accessories,8,10.17,213.53,Credit card,4.76,10.17,6.7,18-21 PM,March,week3
2019-03-09,Naypyitaw,Normal,Male,Fashion accessories,1,0.81,17.09,Cash,4.76,0.81,5.0,15-18 PM,March,week2
2019-01-02,Mandalay,Member,Male,Fashion accessories,9,18.27,383.76,Cash,4.76,18.27,7.0,12-15 PM,January,week1
2019-01-21,Yangon,Member,Male,Health and beauty,7,18.61,390.8,Cash,4.76,18.61,8.9,15-18 PM,January,week3
2019-03-20,Mandalay,Member,Female,Food and beverages,3,3.13,65.74,Credit card,4.76,3.13,8.0,12-15 PM,March,week3
2019-02-27,Mandalay,Normal,Male,Sports and travel,5,16.82,353.17,Cash,4.76,16.82,6.9,15-18 PM,February,week4
2019-03-08,Yangon,Member,Female,Home and lifestyle,10,45.32,951.82,Ewallet,4.76,45.32,7.3,9-12 AM,March,week2
2019-01-31,Mandalay,Normal,Male,Fashion accessories,2,6.91,145.07,Credit card,4.76,6.91,6.9,18-21 PM,January,29-31
2019-03-08,Naypyitaw,Normal,Male,Food and beverages,2,4.33,90.87,Ewallet,4.76,4.33,5.7,15-18 PM,March,week2
2019-01-13,Yangon,Normal,Female,Electronic accessories,6,7.04,147.8,Ewallet,4.76,7.04,6.4,18-21 PM,January,week2
2019-03-09,Mandalay,Normal,Male,Fashion accessories,7,33.44,702.22,Credit card,4.76,33.44,9.6,12-15 PM,March,week2
2019-02-22,Mandalay,Normal,Female,Fashion accessories,1,2.37,49.81,Credit card,4.76,2.37,6.8,15-18 PM,February,week4
2019-03-19,Naypyitaw,Normal,Male,Sports and travel,9,44.66,937.82,Ewallet,4.76,44.66,9.0,18-21 PM,March,week3
2019-01-20,Naypyitaw,Member,Male,Sports and travel,4,16.59,348.31,Ewallet,4.76,16.59,9.6,15-18 PM,January,week3
2019-03-08,Yangon,Normal,Male,Home and lifestyle,6,10.2,214.14,Credit card,4.76,10.2,7.7,15-18 PM,March,week2
2019-03-08,Naypyitaw,Member,Male,Food and beverages,4,3.41,71.57,Ewallet,4.76,3.41,7.0,18-21 PM,March,week2
2019-02-07,Naypyitaw,Normal,Female,Electronic accessories,8,16.34,343.22,Credit card,4.76,16.34,6.5,12-15 PM,February,week1
2019-01-15,Naypyitaw,Member,Male,Food and beverages,5,4.36,91.56,Cash,4.76,4.36,8.1,18-21 PM,January,week3
2019-03-22,Mandalay,Member,Female,Sports and travel,8,35.37,742.81,Credit card,4.76,35.37,4.3,18-21 PM,March,week4
2019-01-15,Yangon,Member,Female,Home and lifestyle,9,40.14,843.03,Credit card,4.76,40.14,6.5,15-18 PM,January,week3
2019-01-08,Naypyitaw,Normal,Male,Fashion accessories,1,0.64,13.42,Ewallet,4.76,0.64,9.5,12-15 PM,January,week2
2019-01-15,Yangon,Normal,Female,Sports and travel,7,6.68,140.38,Cash,4.76,6.68,9.7,9-12 AM,January,week3
2019-01-28,Mandalay,Member,Female,Health and beauty,1,0.96,20.11,Credit card,4.76,0.96,9.5,15-18 PM,January,week4
2019-02-14,Naypyitaw,Member,Male,Food and beverages,10,13.83,290.43,Credit card,4.76,13.83,8.9,9-12 AM,February,week2
2019-03-10,Naypyitaw,Normal,Male,Fashion accessories,3,6.86,144.08,Credit card,4.76,6.86,6.5,15-18 PM,March,week2
2019-01-12,Mandalay,Member,Female,Health and beauty,1,1.35,28.42,Credit card,4.76,1.35,5.3,18-21 PM,January,week2
2019-03-26,Mandalay,Member,Female,Sports and travel,1,1.96,41.08,Credit card,4.76,1.96,9.6,9-12 AM,March,week4
2019-01-01,Mandalay,Normal,Female,Electronic accessories,6,22.41,470.67,Cash,4.76,22.41,6.7,18-21 PM,January,week1
2019-01-02,Mandalay,Normal,Male,Electronic accessories,6,6.6,138.66,Cash,4.76,6.6,7.6,18-21 PM,January,week1
2019-03-16,Yangon,Normal,Female,Food and beverages,5,15.9,333.95,Ewallet,4.76,15.9,4.8,12-15 PM,March,week3
2019-03-03,Yangon,Normal,Male,Health and beauty,1,1.25,26.25,Ewallet,4.76,1.25,5.5,12-15 PM,March,week1
2019-01-31,Yangon,Member,Male,Electronic accessories,4,4.15,87.23,Cash,4.76,4.15,4.7,12-15 PM,January,29-31
2019-02-13,Mandalay,Member,Female,Fashion accessories,5,7.39,155.19,Cash,4.76,7.39,6.9,15-18 PM,February,week2
2019-02-15,Mandalay,Member,Female,Food and beverages,9,34.83,731.43,Credit card,4.76,34.83,4.5,12-15 PM,February,week3
2019-02-07,Mandalay,Normal,Male,Electronic accessories,10,39.7,833.6,Cash,4.76,39.7,6.2,18-21 PM,February,week1
2019-01-27,Naypyitaw,Member,Female,Electronic accessories,10,23.28,488.98,Cash,4.76,23.28,7.6,12-15 PM,January,week4
2019-02-23,Naypyitaw,Normal,Male,Food and beverages,1,1.79,37.68,Credit card,4.76,1.79,7.9,15-18 PM,February,week4
2019-02-03,Naypyitaw,Normal,Male,Food and beverages,5,10.13,212.73,Cash,4.76,10.13,4.5,12-15 PM,February,week1
2019-03-03,Mandalay,Member,Female,Food and beverages,10,36.52,767.02,Credit card,4.76,36.52,8.7,9-12 AM,March,week1
2019-02-03,Naypyitaw,Normal,Female,Sports and travel,4,14.79,310.59,Cash,4.76,14.79,6.1,9-12 AM,February,week1
2019-03-17,Naypyitaw,Member,Female,Food and beverages,1,1.13,23.75,Cash,4.76,1.13,6.4,18-21 PM,March,week3
2019-03-28,Yangon,Member,Male,Food and beverages,5,12.84,269.54,Credit card,4.76,12.84,9.1,15-18 PM,March,week4
2019-03-02,Naypyitaw,Member,Female,Sports and travel,10,27.28,572.78,Credit card,4.76,27.28,7.1,9-12 AM,March,week1
2019-02-08,Naypyitaw,Member,Female,Health and beauty,7,13.0,273.05,Credit card,4.76,13.0,7.7,12-15 PM,February,week2
2019-03-22,Mandalay,Normal,Male,Sports and travel,6,11.11,233.23,Cash,4.76,11.11,4.5,18-21 PM,March,week4
2019-02-09,Naypyitaw,Normal,Male,Food and beverages,1,1.08,22.66,Ewallet,4.76,1.08,7.2,9-12 AM,February,week2
2019-02-15,Naypyitaw,Member,Female,Electronic accessories,1,4.94,103.78,Cash,4.76,4.94,8.4,9-12 AM,February,week3
2019-01-23,Naypyitaw,Member,Female,Home and lifestyle,6,25.13,527.75,Ewallet,4.76,25.13,5.4,9-12 AM,January,week4
2019-01-25,Yangon,Member,Female,Sports and travel,4,8.01,168.21,Cash,4.76,8.01,9.7,9-12 AM,January,week4
2019-02-02,Yangon,Member,Male,Fashion accessories,10,21.56,452.86,Credit card,4.76,21.56,5.5,18-21 PM,February,week1
2019-03-30,Mandalay,Member,Male,Health and beauty,8,29.03,609.59,Cash,4.76,29.03,4.6,15-18 PM,March,29-31
2019-03-30,Yangon,Member,Female,Electronic accessories,5,16.11,338.31,Cash,4.76,16.11,6.6,15-18 PM,March,29-31
2019-02-25,Yangon,Normal,Male,Health and beauty,3,9.78,205.32,Credit card,4.76,9.78,6.3,18-21 PM,February,week4
2019-03-18,Yangon,Normal,Female,Sports and travel,5,8.32,174.62,Credit card,4.76,8.32,4.2,15-18 PM,March,week3
2019-03-07,Naypyitaw,Normal,Male,Electronic accessories,4,16.81,353.09,Ewallet,4.76,16.81,4.4,15-18 PM,March,week1
2019-03-16,Mandalay,Normal,Male,Sports and travel,10,17.18,360.88,Ewallet,4.76,17.18,6.7,9-12 AM,March,week3
2019-01-29,Yangon,Normal,Male,Electronic accessories,1,1.93,40.53,Ewallet,4.76,1.93,6.7,9-12 AM,January,29-31
2019-02-02,Naypyitaw,Normal,Male,Food and beverages,8,26.39,554.15,Cash,4.76,26.39,8.4,18-21 PM,February,week1
2019-02-15,Naypyitaw,Normal,Female,Electronic accessories,10,16.4,344.4,Cash,4.76,16.4,6.2,9-12 AM,February,week3
2019-01-08,Yangon,Normal,Male,Sports and travel,5,9.28,194.98,Ewallet,4.76,9.28,5.0,12-15 PM,January,week2
2019-02-12,Mandalay,Member,Male,Home and lifestyle,10,30.19,633.99,Cash,4.76,30.19,6.0,15-18 PM,February,week2
2019-01-01,Naypyitaw,Member,Female,Sports and travel,10,18.49,388.29,Credit card,4.76,18.49,7.0,18-21 PM,January,week1
2019-03-21,Mandalay,Member,Female,Sports and travel,4,9.9,207.86,Ewallet,4.76,9.9,6.6,12-15 PM,March,week3
2019-02-28,Mandalay,Normal,Female,Fashion accessories,10,20.54,431.44,Cash,4.76,20.54,7.3,12-15 PM,February,week4
2019-03-23,Yangon,Normal,Male,Fashion accessories,4,7.43,156.03,Ewallet,4.76,7.43,8.3,18-21 PM,March,week4
2019-01-30,Naypyitaw,Normal,Male,Home and lifestyle,1,1.15,24.11,Cash,4.76,1.15,4.3,18-21 PM,January,29-31
2019-02-04,Mandalay,Member,Female,Home and lifestyle,9,34.96,734.08,Ewallet,4.76,34.96,9.8,12-15 PM,February,week1
2019-03-13,Mandalay,Normal,Female,Fashion accessories,2,3.47,72.87,Ewallet,4.76,3.47,8.2,18-21 PM,March,week2
2019-03-15,Yangon,Member,Female,Fashion accessories,10,9.83,206.43,Credit card,4.76,9.83,7.2,15-18 PM,March,week3
2019-03-05,Mandalay,Member,Female,Health and beauty,8,10.13,212.69,Ewallet,4.76,10.13,8.7,18-21 PM,March,week1
2019-03-05,Naypyitaw,Member,Female,Home and lifestyle,10,6.06,127.26,Credit card,4.76,6.06,8.4,12-15 PM,March,week1
2019-02-26,Mandalay,Normal,Male,Fashion accessories,2,9.99,209.77,Ewallet,4.76,9.99,7.1,9-12 AM,February,week4
2019-03-20,Mandalay,Normal,Male,Sports and travel,8,30.37,637.73,Cash,4.76,30.37,5.5,12-15 PM,March,week3
2019-01-01,Naypyitaw,Normal,Female,Electronic accessories,2,6.32,132.76,Cash,4.76,6.32,8.5,15-18 PM,January,week1
2019-01-27,Naypyitaw,Normal,Female,Food and beverages,6,27.07,568.51,Cash,4.76,27.07,6.2,9-12 AM,January,week4
2019-01-21,Mandalay,Member,Female,Sports and travel,1,4.91,103.04,Cash,4.76,4.91,8.9,15-18 PM,January,week3
2019-02-02,Yangon,Member,Female,Sports and travel,8,20.61,432.77,Cash,4.76,20.61,9.6,15-18 PM,February,week1
2019-02-03,Mandalay,Member,Male,Sports and travel,1,3.7,77.67,Credit card,4.76,3.7,5.4,15-18 PM,February,week1
2019-01-05,Naypyitaw,Member,Female,Fashion accessories,1,1.6,33.49,Ewallet,4.76,1.6,9.1,12-15 PM,January,week1
2019-01-27,Naypyitaw,Normal,Male,Home and lifestyle,2,6.94,145.74,Ewallet,4.76,6.94,9.0,18-21 PM,January,week4
2019-03-25,Mandalay,Normal,Female,Sports and travel,2,9.33,195.95,Cash,4.76,9.33,6.3,15-18 PM,March,week4
2019-02-25,Mandalay,Normal,Male,Sports and travel,1,4.42,92.87,Credit card,4.76,4.42,9.5,15-18 PM,February,week4
2019-01-28,Yangon,Member,Male,Electronic accessories,8,9.67,203.11,Ewallet,4.76,9.67,9.8,18-21 PM,January,week4
2019-01-08,Mandalay,Member,Female,Sports and travel,3,7.28,152.78,Cash,4.76,7.28,6.7,12-15 PM,January,week2
2019-01-29,Mandalay,Normal,Female,Food and beverages,6,25.22,529.52,Credit card,4.76,25.22,7.7,9-12 AM,January,29-31
2019-03-29,Mandalay,Member,Male,Health and beauty,5,15.32,321.77,Cash,4.76,15.32,7.0,12-15 PM,March,29-31
2019-02-09,Naypyitaw,Member,Female,Home and lifestyle,6,4.78,100.48,Credit card,4.76,4.78,5.1,15-18 PM,February,week2
2019-01-16,Mandalay,Member,Female,Sports and travel,7,31.76,666.94,Credit card,4.76,31.76,6.2,15-18 PM,January,week3
2019-01-05,Yangon,Normal,Female,Home and lifestyle,5,10.73,225.28,Ewallet,4.76,10.73,6.1,15-18 PM,January,week1
2019-01-27,Yangon,Normal,Female,Fashion accessories,7,19.0,398.96,Ewallet,4.76,19.0,9.3,15-18 PM,January,week4
2019-03-14,Yangon,Normal,Male,Electronic accessories,7,34.84,731.69,Cash,4.76,34.84,7.6,9-12 AM,March,week2
2019-02-23,Naypyitaw,Member,Male,Sports and travel,7,20.44,429.17,Credit card,4.76,20.44,8.2,18-21 PM,February,week4
2019-03-18,Naypyitaw,Member,Female,Fashion accessories,1,2.57,54.04,Ewallet,4.76,2.57,8.5,15-18 PM,March,week3
2019-03-29,Mandalay,Member,Male,Health and beauty,5,13.72,288.02,Ewallet,4.76,13.72,9.8,15-18 PM,March,29-31
2019-01-22,Naypyitaw,Member,Male,Home and lifestyle,5,9.85,206.8,Credit card,4.76,9.85,8.7,18-21 PM,January,week4
2019-03-01,Yangon,Normal,Male,Home and lifestyle,2,3.47,72.93,Ewallet,4.76,3.47,9.7,15-18 PM,March,week1
2019-01-17,Naypyitaw,Member,Male,Sports and travel,5,17.98,377.58,Credit card,4.76,17.98,4.3,12-15 PM,January,week3
2019-03-26,Mandalay,Normal,Female,Electronic accessories,3,6.86,143.99,Credit card,4.76,6.86,7.7,9-12 AM,March,week4
2019-03-20,Naypyitaw,Member,Female,Home and lifestyle,6,24.95,523.97,Cash,4.76,24.95,7.3,9-12 AM,March,week3
2019-02-06,Yangon,Member,Female,Home and lifestyle,6,11.23,235.87,Credit card,4.76,11.23,5.9,12-15 PM,February,week1
2019-01-01,Naypyitaw,Normal,Male,Health and beauty,2,6.29,132.03,Cash,4.76,6.29,5.0,9-12 AM,January,week1
2019-01-27,Yangon,Normal,Male,Food and beverages,6,24.51,514.77,Credit card,4.76,24.51,8.0,12-15 PM,January,week4
2019-02-25,Yangon,Member,Female,Sports and travel,5,22.85,479.9,Ewallet,4.76,22.85,7.1,15-18 PM,February,week4
2019-01-16,Mandalay,Normal,Male,Fashion accessories,4,7.84,164.68,Credit card,4.76,7.84,9.0,18-21 PM,January,week3
2019-01-13,Mandalay,Member,Male,Fashion accessories,2,5.99,125.71,Ewallet,4.76,5.99,6.7,12-15 PM,January,week2
2019-02-07,Mandalay,Member,Female,Food and beverages,10,27.18,570.78,Credit card,4.76,27.18,6.1,9-12 AM,February,week1
2019-02-17,Yangon,Normal,Male,Sports and travel,9,44.14,926.95,Cash,4.76,44.14,9.3,18-21 PM,February,week3
2019-02-12,Yangon,Normal,Male,Health and beauty,6,7.63,160.21,Ewallet,4.76,7.63,7.0,18-21 PM,February,week2
2019-01-24,Yangon,Member,Male,Fashion accessories,8,34.67,728.11,Credit card,4.76,34.67,7.2,15-18 PM,January,week4
2019-02-06,Mandalay,Normal,Male,Electronic accessories,10,11.48,240.98,Ewallet,4.76,11.48,8.2,18-21 PM,February,week1
2019-03-26,Naypyitaw,Normal,Female,Food and beverages,9,7.34,154.13,Ewallet,4.76,7.34,8.4,9-12 AM,March,week4
2019-03-11,Yangon,Normal,Female,Home and lifestyle,5,7.08,148.68,Ewallet,4.76,7.08,6.2,12-15 PM,March,week2
2019-02-07,Naypyitaw,Normal,Male,Home and lifestyle,7,5.83,122.52,Ewallet,4.76,5.83,7.4,9-12 AM,February,week1
2019-01-05,Mandalay,Member,Female,Fashion accessories,1,3.7,77.66,Credit card,4.76,3.7,5.0,9-12 AM,January,week1
2019-03-07,Yangon,Normal,Male,Home and lifestyle,1,4.9,102.84,Ewallet,4.76,4.9,6.9,9-12 AM,March,week1
2019-02-25,Yangon,Normal,Female,Fashion accessories,4,14.61,306.81,Credit card,4.76,14.61,4.9,15-18 PM,February,week4
2019-02-01,Naypyitaw,Member,Female,Food and beverages,6,26.24,551.12,Ewallet,4.76,26.24,5.1,18-21 PM,February,week1
2019-01-22,Yangon,Normal,Male,Home and lifestyle,3,4.6,96.64,Ewallet,4.76,4.6,9.1,9-12 AM,January,week4
2019-01-03,Naypyitaw,Member,Male,Health and beauty,1,3.79,79.67,Credit card,4.76,3.79,7.1,9-12 AM,January,week1
2019-02-13,Mandalay,Member,Female,Sports and travel,4,4.04,84.76,Credit card,4.76,4.04,5.0,9-12 AM,February,week2
2019-01-28,Naypyitaw,Member,Male,Electronic accessories,6,5.63,118.25,Credit card,4.76,5.63,5.5,15-18 PM,January,week4
2019-01-05,Mandalay,Normal,Female,Food and beverages,1,3.56,74.76,Credit card,4.76,3.56,9.2,18-21 PM,January,week1
2019-03-19,Mandalay,Member,Male,Home and lifestyle,4,7.76,163.0,Ewallet,4.76,7.76,4.9,12-15 PM,March,week3
2019-01-12,Yangon,Normal,Female,Fashion accessories,10,14.71,308.91,Ewallet,4.76,14.71,8.9,15-18 PM,January,week2
2019-01-07,Yangon,Normal,Male,Sports and travel,9,27.43,575.98,Credit card,4.76,27.43,6.0,9-12 AM,January,week1
2019-01-26,Mandalay,Normal,Female,Sports and travel,5,12.88,270.58,Cash,4.76,12.88,4.2,15-18 PM,January,week4
2019-01-23,Yangon,Normal,Female,Electronic accessories,6,19.82,416.18,Cash,4.76,19.82,7.3,9-12 AM,January,week4
2019-02-09,Mandalay,Normal,Male,Fashion accessories,3,8.59,180.4,Ewallet,4.76,8.59,6.5,18-21 PM,February,week2
2019-02-22,Mandalay,Normal,Female,Fashion accessories,9,24.44,513.23,Cash,4.76,24.44,8.9,9-12 AM,February,week4
2019-02-05,Mandalay,Normal,Female,Health and beauty,9,26.21,550.37,Cash,4.76,26.21,9.7,12-15 PM,February,week1
2019-03-07,Naypyitaw,Normal,Male,Electronic accessories,6,6.66,139.92,Credit card,4.76,6.66,8.6,9-12 AM,March,week1
2019-03-25,Yangon,Member,Male,Electronic accessories,7,6.76,142.0,Cash,4.76,6.76,6.9,18-21 PM,March,week4
2019-01-20,Mandalay,Normal,Male,Home and lifestyle,3,5.62,118.06,Credit card,4.76,5.62,7.7,12-15 PM,January,week3
2019-02-04,Mandalay,Member,Female,Fashion accessories,2,7.2,151.28,Cash,4.76,7.2,9.5,18-21 PM,February,week1
2019-01-30,Naypyitaw,Member,Female,Food and beverages,10,49.26,1034.46,Ewallet,4.76,49.26,4.5,18-21 PM,January,29-31
2019-01-02,Yangon,Member,Male,Food and beverages,6,12.5,262.46,Ewallet,4.76,12.5,5.6,12-15 PM,January,week1
2019-03-29,Yangon,Member,Female,Home and lifestyle,3,10.86,228.12,Ewallet,4.76,10.86,8.2,15-18 PM,March,29-31
2019-03-14,Mandalay,Normal,Male,Electronic accessories,9,9.71,203.93,Cash,4.76,9.71,7.3,12-15 PM,March,week2
2019-02-11,Naypyitaw,Normal,Male,Food and beverages,10,44.6,936.6,Credit card,4.76,44.6,4.4,15-18 PM,February,week2
2019-01-30,Mandalay,Normal,Female,Electronic accessories,8,16.97,356.33,Ewallet,4.76,16.97,5.7,12-15 PM,January,29-31
2019-03-20,Yangon,Member,Male,Electronic accessories,6,22.35,469.41,Ewallet,4.76,22.35,5.0,12-15 PM,March,week3
2019-03-20,Mandalay,Normal,Male,Fashion accessories,2,9.93,208.42,Cash,4.76,9.93,9.0,12-15 PM,March,week3
2019-01-17,Yangon,Normal,Female,Food and beverages,10,40.6,852.7,Credit card,4.76,40.6,6.3,12-15 PM,January,week3
2019-02-03,Naypyitaw,Normal,Female,Sports and travel,10,24.66,517.96,Credit card,4.76,24.66,9.4,15-18 PM,February,week1
2019-01-01,Yangon,Normal,Female,Fashion accessories,9,29.58,621.24,Cash,4.76,29.58,7.7,12-15 PM,January,week1
2019-01-10,Mandalay,Normal,Female,Fashion accessories,7,27.95,586.97,Credit card,4.76,27.95,5.5,9-12 AM,January,week2
2019-03-02,Naypyitaw,Normal,Female,Sports and travel,7,25.89,543.75,Ewallet,4.76,25.89,4.1,15-18 PM,March,week1
2019-02-25,Mandalay,Member,Female,Home and lifestyle,5,20.51,430.71,Credit card,4.76,20.51,7.6,15-18 PM,February,week4
2019-01-29,Mandalay,Member,Male,Sports and travel,10,13.34,280.04,Cash,4.76,13.34,8.6,9-12 AM,January,29-31
2019-03-10,Yangon,Member,Male,Food and beverages,7,3.55,74.46,Ewallet,4.76,3.55,8.3,18-21 PM,March,week2
2019-01-13,Mandalay,Normal,Male,Food and beverages,2,7.24,152.02,Credit card,4.76,7.24,8.1,18-21 PM,January,week2
2019-03-22,Yangon,Normal,Male,Sports and travel,5,21.48,451.03,Credit card,4.76,21.48,8.6,12-15 PM,March,week4
2019-03-01,Mandalay,Member,Male,Fashion accessories,7,28.46,597.63,Ewallet,4.76,28.46,6.3,18-21 PM,March,week1
2019-02-20,Mandalay,Normal,Male,Food and beverages,4,12.06,253.26,Cash,4.76,12.06,5.8,18-21 PM,February,week3
2019-01-14,Naypyitaw,Normal,Male,Food and beverages,4,6.35,133.43,Ewallet,4.76,6.35,6.2,12-15 PM,January,week2
2019-03-26,Yangon,Normal,Female,Health and beauty,4,12.85,269.93,Cash,4.76,12.85,7.7,12-15 PM,March,week4
2019-03-01,Mandalay,Normal,Male,Health and beauty,2,6.95,145.97,Ewallet,4.76,6.95,8.1,9-12 AM,March,week1
2019-01-07,Naypyitaw,Normal,Male,Food and beverages,3,4.08,85.74,Cash,4.76,4.08,7.3,12-15 PM,January,week1
2019-02-01,Yangon,Member,Female,Health and beauty,4,15.54,326.26,Cash,4.76,15.54,8.4,18-21 PM,February,week1
2019-02-13,Naypyitaw,Member,Female,Fashion accessories,2,9.3,195.26,Credit card,4.76,9.3,8.0,12-15 PM,February,week2
2019-01-14,Mandalay,Member,Female,Fashion accessories,4,3.62,75.94,Credit card,4.76,3.62,9.5,15-18 PM,January,week2
2019-01-19,Mandalay,Normal,Male,Sports and travel,3,9.46,198.64,Ewallet,4.76,9.46,7.0,15-18 PM,January,week3
2019-03-09,Yangon,Normal,Male,Health and beauty,4,10.34,217.18,Credit card,4.76,10.34,9.8,12-15 PM,March,week2
2019-03-27,Yangon,Normal,Female,Food and beverages,3,7.85,164.87,Cash,4.76,7.85,9.2,12-15 PM,March,week4
2019-02-04,Yangon,Normal,Female,Sports and travel,5,10.76,226.06,Ewallet,4.76,10.76,7.7,15-18 PM,February,week1
2019-03-14,Naypyitaw,Normal,Male,Fashion accessories,10,29.8,625.9,Cash,4.76,29.8,5.3,9-12 AM,March,week2
2019-03-04,Yangon,Normal,Male,Health and beauty,5,3.66,76.76,Cash,4.76,3.66,4.4,9-12 AM,March,week1
2019-03-03,Naypyitaw,Member,Male,Health and beauty,6,13.96,293.14,Credit card,4.76,13.96,4.3,9-12 AM,March,week1
2019-01-27,Naypyitaw,Member,Female,Home and lifestyle,7,8.48,178.16,Ewallet,4.76,8.48,9.4,15-18 PM,January,week4
2019-02-07,Yangon,Member,Female,Sports and travel,1,2.28,47.86,Cash,4.76,2.28,9.8,12-15 PM,February,week1
2019-02-05,Yangon,Member,Female,Sports and travel,3,11.28,236.88,Ewallet,4.76,11.28,4.8,9-12 AM,February,week1
2019-03-15,Mandalay,Member,Male,Sports and travel,3,14.52,304.92,Cash,4.76,14.52,5.3,12-15 PM,March,week3
2019-03-01,Mandalay,Normal,Male,Health and beauty,3,2.22,46.68,Credit card,4.76,2.22,8.7,9-12 AM,March,week1
2019-02-15,Yangon,Normal,Male,Food and beverages,3,7.83,164.43,Credit card,4.76,7.83,9.5,12-15 PM,February,week3
2019-02-17,Naypyitaw,Normal,Female,Sports and travel,9,21.0,440.94,Ewallet,4.76,21.0,5.3,18-21 PM,February,week3
2019-01-26,Naypyitaw,Normal,Female,Fashion accessories,5,9.21,193.46,Cash,4.76,9.21,9.2,18-21 PM,January,week4
2019-03-24,Yangon,Member,Female,Home and lifestyle,2,7.03,147.67,Ewallet,4.76,7.03,9.6,12-15 PM,March,week4
2019-01-23,Naypyitaw,Normal,Male,Electronic accessories,1,4.15,87.23,Ewallet,4.76,4.15,6.4,15-18 PM,January,week4
2019-01-26,Naypyitaw,Normal,Female,Fashion accessories,1,3.25,68.24,Credit card,4.76,3.25,4.5,9-12 AM,January,week4
2019-03-14,Naypyitaw,Normal,Male,Food and beverages,10,38.78,814.38,Ewallet,4.76,38.78,6.9,18-21 PM,March,week2
2019-03-17,Mandalay,Normal,Female,Sports and travel,6,16.35,343.41,Ewallet,4.76,16.35,7.8,12-15 PM,March,week3
2019-01-08,Naypyitaw,Member,Female,Fashion accessories,7,18.16,381.39,Cash,4.76,18.16,4.5,18-21 PM,January,week2
2019-02-08,Mandalay,Normal,Male,Home and lifestyle,4,6.35,133.35,Cash,4.76,6.35,8.6,12-15 PM,February,week2
2019-02-10,Yangon,Member,Female,Fashion accessories,7,18.78,394.33,Ewallet,4.76,18.78,5.2,12-15 PM,February,week2
2019-03-28,Naypyitaw,Member,Female,Food and beverages,4,9.96,209.12,Credit card,4.76,9.96,6.4,18-21 PM,March,week4
2019-01-23,Yangon,Normal,Male,Fashion accessories,1,1.53,32.14,Ewallet,4.76,1.53,5.2,9-12 AM,January,week4
2019-01-17,Mandalay,Member,Male,Food and beverages,2,5.79,121.57,Ewallet,4.76,5.79,8.9,9-12 AM,January,week3
2019-02-07,Yangon,Normal,Female,Electronic accessories,1,1.45,30.41,Credit card,4.76,1.45,6.2,9-12 AM,February,week1
2019-03-09,Naypyitaw,Member,Female,Food and beverages,9,44.54,935.27,Cash,4.76,44.54,6.7,9-12 AM,March,week2
2019-01-24,Mandalay,Member,Male,Fashion accessories,3,13.98,293.64,Cash,4.76,13.98,7.2,9-12 AM,January,week4
2019-01-19,Naypyitaw,Member,Male,Sports and travel,1,4.05,84.98,Credit card,4.76,4.05,9.0,15-18 PM,January,week3
2019-02-03,Yangon,Member,Male,Food and beverages,10,33.72,708.22,Ewallet,4.76,33.72,4.2,9-12 AM,February,week1
2019-03-20,Yangon,Member,Female,Sports and travel,9,17.42,365.9,Ewallet,4.76,17.42,4.2,9-12 AM,March,week3
2019-01-13,Mandalay,Member,Male,Sports and travel,6,21.78,457.38,Cash,4.76,21.78,6.9,18-21 PM,January,week2
2019-03-14,Naypyitaw,Member,Male,Electronic accessories,5,21.98,461.53,Ewallet,4.76,21.98,4.4,15-18 PM,March,week2
2019-01-23,Yangon,Member,Male,Food and beverages,6,29.56,620.74,Credit card,4.76,29.56,4.0,9-12 AM,January,week4
2019-02-07,Naypyitaw,Member,Female,Fashion accessories,6,13.04,273.8,Ewallet,4.76,13.04,8.5,15-18 PM,February,week1
2019-03-28,Yangon,Normal,Female,Food and beverages,3,10.75,225.79,Credit card,4.76,10.75,9.2,15-18 PM,March,week4
2019-03-20,Yangon,Member,Female,Food and beverages,1,4.58,96.19,Cash,4.76,4.58,9.8,18-21 PM,March,week3
2019-01-17,Mandalay,Member,Female,Home and lifestyle,7,33.11,695.24,Credit card,4.76,33.11,4.9,12-15 PM,January,week3
2019-01-12,Mandalay,Normal,Female,Fashion accessories,10,41.62,874.12,Credit card,4.76,41.62,4.4,9-12 AM,January,week2
2019-02-16,Mandalay,Member,Male,Fashion accessories,1,4.57,95.92,Cash,4.76,4.57,6.8,15-18 PM,February,week3
2019-01-26,Mandalay,Member,Female,Food and beverages,2,7.89,165.65,Cash,4.76,7.89,9.1,15-18 PM,January,week4
